explained_variance,total_timesteps,fps,policy_entropy,nupdates,value_loss,ep_reward_mean,ep_len_mean
-2.8664939403533936,40500,1057,2.063399076461792,8100,3.598724288167432e-05,-2.56140350877193,699.140350877193
-117.70465087890625,41000,1058,2.070341110229492,8200,0.0007634822395630181,-2.5517241379310347,704.3620689655172
-1.1250100135803223,41500,1059,2.072237491607666,8300,0.00020187906920909882,-2.5517241379310347,704.3620689655172
-49.8052978515625,42000,1059,2.0244812965393066,8400,0.002815642161294818,-2.4915254237288136,710.6949152542373
-14.881037712097168,42500,1058,2.070599317550659,8500,0.000626990688033402,-2.4915254237288136,710.6949152542373
-16.440467834472656,43000,1057,2.0538735389709473,8600,0.00040168920531868935,-2.466666666666667,712.8666666666667
0.7797499597072601,43500,1057,2.073056697845459,8700,9.572882845532149e-05,-2.4754098360655736,712.327868852459
-59.69221115112305,44000,1058,2.0444071292877197,8800,0.0001373757841065526,-2.5161290322580645,709.1774193548387
0.02323293685913086,44500,1058,2.024360179901123,8900,0.0003959315363317728,-2.5161290322580645,709.1774193548387
0.483748197555542,45000,1058,2.070122241973877,9000,5.304908336256631e-05,-2.5238095238095237,713.4761904761905
-315.58111572265625,45500,1059,2.056819438934326,9100,0.0004961348022334278,-2.5238095238095237,713.4761904761905
-0.5655546188354492,46000,1051,2.0661933422088623,9200,0.00021987927902955562,-2.46875,714.5625
-991.8468627929688,46500,1050,2.030958890914917,9300,0.001126026501879096,-2.5076923076923077,710.6307692307693
0.37105607986450195,47000,1049,2.0435872077941895,9400,0.00043180157081224024,-2.5303030303030303,710.3939393939394
0.6535317301750183,47500,1049,2.0599513053894043,9500,6.215827306732535e-05,-2.5671641791044775,706.2537313432836
