explained_variance,total_timesteps,fps,policy_entropy,nupdates,value_loss,ep_reward_mean,ep_len_mean
-15633.826171875,304500,676,2.034975051879883,60900,0.27322715520858765,-2.2,728.67
0.374428927898407,305000,677,2.0754528045654297,61000,0.0002750081184785813,-2.2,728.67
-12.53825569152832,305500,677,2.070155620574951,61100,0.0001993144687730819,-2.24,727.94
-27.320791244506836,306000,677,2.0607669353485107,61200,0.000995884882286191,-2.24,727.94
0.07080239057540894,306500,678,2.0671679973602295,61300,5.873905138287228e-06,-2.23,731.31
-14.88257884979248,307000,678,2.0739588737487793,61400,0.10488913208246231,-2.28,729.48
-3.9264841079711914,307500,678,2.073686122894287,61500,0.00011946256563533098,-2.28,729.48
-10.81425952911377,308000,679,2.0731306076049805,61600,0.0012598662870004773,-2.22,726.02
-3.1949501037597656,308500,679,2.0640556812286377,61700,0.9334680438041687,-2.2,728.5
0.08060336112976074,309000,679,2.0747289657592773,61800,0.0012865299358963966,-2.19,729.48
-4.975030899047852,309500,679,2.071809768676758,61900,0.00012780280667357147,-2.19,729.48
-0.13473820686340332,310000,680,2.073066234588623,62000,0.0003585481026675552,-2.2,727.72
-3.0589098930358887,310500,680,2.0712857246398926,62100,0.001198054407723248,-2.18,729.16
-2.8077335357666016,311000,680,2.0762996673583984,62200,0.0002394757466390729,-2.18,728.05
-4.423462390899658,311500,681,2.0723705291748047,62300,0.0002852109319064766,-2.18,728.05
-4.234666347503662,312000,681,2.07342791557312,62400,0.00031996957841329277,-2.18,729.86
-13.230209350585938,312500,681,2.070971965789795,62500,0.00027130177477374673,-2.28,728.87
0.9486672542989254,313000,682,2.0663390159606934,62600,4.124289262108505e-06,-2.28,728.87
-15.922101974487305,313500,682,2.0593268871307373,62700,0.00032360877958126366,-2.22,730.39
-0.033609867095947266,314000,682,2.0689940452575684,62800,0.00011725387594196945,-2.22,730.39
-11.657374382019043,314500,683,2.043509006500244,62900,0.0015738510992377996,-2.22,731.38
0.6620918810367584,315000,683,2.061525821685791,63000,0.00047397598973475397,-2.24,728.91
-90.2517318725586,315500,684,2.0592942237854004,63100,0.0005779625498689711,-2.24,728.91
-1.3505833148956299,316000,684,2.0745480060577393,63200,0.0004626604786608368,-2.19,731.91
-132.00057983398438,316500,684,2.047476291656494,63300,0.00034281477564945817,-2.26,731.38
-71.60762023925781,317000,685,2.0499074459075928,63400,0.00011638542491709813,-2.24,733.94
-0.18687903881072998,317500,685,2.054760456085205,63500,4.0472041291650385e-05,-2.24,733.94
-19.28942108154297,318000,685,2.061016798019409,63600,0.00032214089878834784,-2.19,733.32
-5.6396379470825195,318500,686,2.0675363540649414,63700,0.0002745976089499891,-2.19,733.72
-110.14228057861328,319000,686,2.0366039276123047,63800,0.003998894710093737,-2.19,733.72
-2.7402381896972656,319500,687,2.042712688446045,63900,6.051697346265428e-05,-2.2,733.67
-150.0238494873047,320000,687,2.0507891178131104,64000,0.030475441366434097,-2.2,733.67
-15589949.0,320500,687,2.0647635459899902,64100,0.12667275965213776,-2.17,737.5
-1.5902667045593262,321000,688,2.061802625656128,64200,7.23657212802209e-05,-2.17,735.1
-15.494321823120117,321500,688,2.049600124359131,64300,0.0005057789385318756,-2.17,735.1
-1.0107941627502441,322000,688,2.059461832046509,64400,0.00019389690714888275,-2.15,735.27
0.769588977098465,322500,689,2.0555038452148438,64500,5.57948587811552e-05,-2.15,733.89
-371.1823425292969,323000,689,2.0483100414276123,64600,0.0004075791803188622,-2.22,730.34
-12.56152629852295,323500,689,2.06244158744812,64700,0.00023270068049896508,-2.22,730.34
0.2590577006340027,324000,690,2.0666706562042236,64800,3.637504414655268e-05,-2.22,729.94
0.9505135230720043,324500,690,2.061058282852173,64900,0.009573547169566154,-2.25,729.45
0.7402806282043457,325000,691,2.0643506050109863,65000,4.377413642941974e-05,-2.25,729.45
-26.799009323120117,325500,691,2.0735726356506348,65100,0.001313852029852569,-2.31,728.31
0.4671456813812256,326000,691,2.0730950832366943,65200,1.610740218893625e-05,-2.32,727.78
-10.664749145507812,326500,692,2.074836254119873,65300,2.8383336029946804e-05,-2.32,727.78
-33.87739944458008,327000,692,2.070472478866577,65400,0.00014725912478752434,-2.34,728.38
0.5078515112400055,327500,693,2.062300443649292,65500,0.0017517500091344118,-2.34,728.38
0.9506450518965721,328000,693,2.061291217803955,65600,0.00011117591930087656,-2.35,727.09
-6.436424732208252,328500,693,2.0720157623291016,65700,0.001150777330622077,-2.36,723.86
0.25308436155319214,329000,694,2.0226845741271973,65800,1.042519450187683,-2.42,722.62
-19.82634925842285,329500,694,2.0568740367889404,65900,0.00019497182802297175,-2.42,722.62
-18.763242721557617,330000,695,2.060692548751831,66000,0.0003135899023618549,-2.36,726.71
-7.391392707824707,330500,695,2.0512051582336426,66100,0.0003595201123971492,-2.37,726.83
-23.358863830566406,331000,695,2.073668956756592,66200,0.00015390531916636974,-2.37,726.83
-2.132328510284424,331500,696,2.074794292449951,66300,0.0008471172186546028,-2.41,728.21
0.4266248345375061,332000,696,2.058105945587158,66400,0.13598324358463287,-2.41,729.77
-3.016345500946045,332500,696,2.043365478515625,66500,0.00011628689389908686,-2.41,729.77
-6.085718631744385,333000,697,2.0713469982147217,66600,0.000741876196116209,-2.37,723.68
-528.564697265625,333500,697,2.0397086143493652,66700,0.03434118255972862,-2.36,723.05
-1.2618441581726074,334000,697,2.059680223464966,66800,0.000595990801230073,-2.37,720.87
0.8944064602255821,334500,698,2.0762012004852295,66900,0.0001373836857965216,-2.37,720.87
-24877.505859375,335000,698,2.0503342151641846,67000,0.0008307819371111691,-2.37,721.82
-339.2889709472656,335500,699,2.0547537803649902,67100,0.0005426328862085938,-2.37,721.82
-426.98590087890625,336000,699,2.054659605026245,67200,0.0005113713559694588,-2.36,723.39
-59.18689727783203,336500,699,2.0630877017974854,67300,0.000590819981880486,-2.35,725.47
-0.8018085956573486,337000,700,2.049586772918701,67400,0.0004102002421859652,-2.35,725.47
-1.6586694717407227,337500,700,2.0414879322052,67500,0.00011525811714818701,-2.34,726.62
-0.29463768005371094,338000,700,2.050931453704834,67600,0.00044435757445171475,-2.31,728.56
-63.70043182373047,338500,701,2.059246778488159,67700,0.001480342005379498,-2.31,728.56
0.4957202076911926,339000,701,2.0575506687164307,67800,5.240354312263662e-06,-2.33,730.65
-22.253271102905273,339500,701,1.9697240591049194,67900,0.0019131082808598876,-2.34,726.39
-1.759988784790039,340000,702,2.0702548027038574,68000,0.0003385922173038125,-2.34,726.39
0.29126155376434326,340500,702,2.0581138134002686,68100,0.25492873787879944,-2.36,728.56
0.0832371711730957,341000,702,2.0637011528015137,68200,0.00014836651098448783,-2.38,725.77
-1.077667474746704,341500,703,2.0632660388946533,68300,0.00031625869451090693,-2.42,720.39
-20.66069984436035,342000,703,2.074770450592041,68400,0.0004182959091849625,-2.49,715.85
-1.3274531364440918,342500,704,2.0367274284362793,68500,0.000473271356895566,-2.5,715.23
-0.5586519241333008,343000,704,2.0036346912384033,68600,0.0018553811823949218,-2.5,715.23
-14.484293937683105,343500,704,1.997868299484253,68700,0.002020568121224642,-2.46,718.09
0.33970749378204346,344000,705,2.0659193992614746,68800,0.0010733273811638355,-2.46,718.09
-48.746883392333984,344500,705,1.9688224792480469,68900,0.010437551885843277,-2.5,718.59
-1.0466556549072266,345000,705,2.069459915161133,69000,0.0007025764207355678,-2.57,717.7
0.8704538196325302,345500,705,2.053483247756958,69100,0.00010529909195611253,-2.63,716.25
0.8190344572067261,346000,706,2.068267345428467,69200,4.6854597712808754e-06,-2.63,716.25
-1955.358154296875,346500,706,2.050762176513672,69300,0.08894656598567963,-2.57,722.38
-0.37175488471984863,347000,707,2.034193277359009,69400,0.00335243484005332,-2.57,722.86
0.9653293639421463,347500,707,2.073302745819092,69500,5.6774821132421494e-05,-2.57,722.86
-18695.47265625,348000,707,2.0627777576446533,69600,0.001619808143004775,-2.51,724.75
0.6625467538833618,348500,708,2.068091869354248,69700,0.00010312230006093159,-2.51,724.75
-1.536104679107666,349000,708,2.0681042671203613,69800,0.0005260795587673783,-2.45,725.61
-106.2118148803711,349500,708,2.069969654083252,69900,0.03687354177236557,-2.42,722.73
0.41791749000549316,350000,709,2.0663857460021973,70000,4.654825170291588e-05,-2.42,723.08
-2.1773624420166016,350500,709,2.0739638805389404,70100,0.0002934536023531109,-2.42,723.08
0.08474475145339966,351000,709,2.054316282272339,70200,8.870986494002864e-05,-2.42,724.69
-14371.4072265625,351500,709,2.0263593196868896,70300,0.0011816713958978653,-2.42,724.69
-284.38873291015625,352000,710,2.05245041847229,70400,0.0007501617074012756,-2.41,723.45
0.15856897830963135,352500,710,2.0716664791107178,70500,0.0004799407033715397,-2.43,721.21
-129.35757446289062,353000,710,2.0682692527770996,70600,3.269311127951369e-05,-2.43,721.21
-27.509119033813477,353500,711,2.0563838481903076,70700,0.00028306443709880114,-2.47,720.36
0.7410877048969269,354000,711,2.071615219116211,70800,9.555257565807551e-05,-2.47,722.03
-0.7099980115890503,354500,711,2.0701472759246826,70900,0.00013029250840190798,-2.46,722.61
0.01747065782546997,355000,711,2.0651886463165283,71000,0.0002698746102396399,-2.48,720.76
0.18381404876708984,355500,712,2.0726497173309326,71100,0.15845151245594025,-2.48,720.76
-46.01306915283203,356000,712,2.0681660175323486,71200,0.0017004277324303985,-2.44,720.31
-11.04914379119873,356500,712,2.063969135284424,71300,9.483880421612412e-05,-2.43,720.03
-2179.541748046875,357000,713,2.069716453552246,71400,0.1691935807466507,-2.43,720.03
-0.5573146343231201,357500,713,2.070087194442749,71500,0.0006292769103311002,-2.38,718.85
-44.4752311706543,358000,713,2.0683350563049316,71600,0.0001591742766322568,-2.38,718.85
-0.2563600540161133,358500,714,2.0692195892333984,71700,0.0002804385148920119,-2.39,719.48
-10.503192901611328,359000,714,2.0725677013397217,71800,0.0014446161221712828,-2.39,716.85
-11.690886497497559,359500,714,2.0740466117858887,71900,0.05441819876432419,-2.4,717.12
-0.6421465873718262,360000,714,2.0506606101989746,72000,0.0010362569009885192,-2.41,716.53
-90.77653503417969,360500,714,2.060757875442505,72100,0.011331839486956596,-2.41,716.53
-1.9883925914764404,361000,715,2.0651803016662598,72200,0.00011589056521188468,-2.38,718.98
-3.1528544425964355,361500,715,2.0441200733184814,72300,0.0002586814225651324,-2.36,720.55
0.4352325201034546,362000,715,2.050584077835083,72400,7.625704256497556e-06,-2.36,719.25
-0.8783289194107056,362500,715,2.0603299140930176,72500,0.00039087599725462496,-2.36,719.25
-0.3874645233154297,363000,716,2.072845697402954,72600,9.078264702111483e-05,-2.35,720.23
0.05747002363204956,363500,716,2.06434965133667,72700,0.00040907287620939314,-2.35,720.23
-1.1388025283813477,364000,716,2.073225498199463,72800,0.0001296771806664765,-2.38,721.79
0.9151526093482971,364500,716,2.0478358268737793,72900,2.4859144104993902e-05,-2.36,722.38
0.19335085153579712,365000,717,2.068115234375,73000,8.499906471115537e-06,-2.36,722.38
-496630.46875,365500,717,2.076068639755249,73100,0.26686999201774597,-2.34,726.62
0.80948606133461,366000,717,2.0563807487487793,73200,2.0614943423424847e-05,-2.33,727.61
0.9824393223971128,366500,717,2.074368953704834,73300,0.00014370492135640234,-2.33,727.61
-0.6752278804779053,367000,717,2.0348012447357178,73400,3.934307460440323e-05,-2.34,726.38
0.009646594524383545,367500,718,2.0730793476104736,73500,0.00024186559312511235,-2.29,726.84
-17.893157958984375,368000,718,2.077458620071411,73600,0.0016070663696154952,-2.29,725.94
-19.58916473388672,368500,718,2.0661754608154297,73700,0.0025253896601498127,-2.29,725.94
0.2174111008644104,369000,718,2.0730996131896973,73800,0.00010562148236203939,-2.23,729.94
-2.213693857192993,369500,719,2.073580265045166,73900,0.0001039618655340746,-2.22,727.57
-0.18802571296691895,370000,719,2.0391149520874023,74000,0.0004244241863489151,-2.22,727.57
0.8437827825546265,370500,719,2.031632661819458,74100,0.0009000023128464818,-2.23,727.12
-2.9446606636047363,371000,719,2.0367064476013184,74200,0.0006739565869793296,-2.25,723.71
-3831.274169921875,371500,720,2.0743680000305176,74300,0.0004703324811998755,-2.25,723.71
0.7932964861392975,372000,720,2.0627212524414062,74400,9.831901115830988e-05,-2.25,725.36
-61.12255096435547,372500,720,2.071164608001709,74500,0.007925668731331825,-2.32,720.86
-32.50532913208008,373000,721,2.073690414428711,74600,0.0005597189301624894,-2.32,721.32
-139.96298217773438,373500,721,2.0671727657318115,74700,0.0003003933816216886,-2.32,721.32
-25.882062911987305,374000,721,2.068866491317749,74800,0.00028678428498096764,-2.3,724.3
-1.2922313213348389,374500,721,2.0724124908447266,74900,0.00029752496629953384,-2.3,724.3
0.9883487233892083,375000,722,2.0754334926605225,75000,6.270629000937333e-06,-2.27,728.55
-0.0067768096923828125,375500,722,2.070230484008789,75100,0.00019613851327449083,-2.26,728.12
0.41281551122665405,376000,722,2.0718674659729004,75200,0.14913475513458252,-2.27,726.57
-4378.9677734375,376500,722,2.0771217346191406,75300,0.2129279375076294,-2.26,726.42
0.9211247637867928,377000,723,2.061885356903076,75400,0.9729036092758179,-2.26,726.42
0.2487736940383911,377500,723,2.0694491863250732,75500,1.1097134120063856e-05,-2.26,729.05
-2.96931791305542,378000,723,2.068877935409546,75600,0.0001961423986358568,-2.26,729.05
-20.50055503845215,378500,723,2.07368803024292,75700,0.00037305703153833747,-2.21,731.65
-192.64552307128906,379000,724,2.071150302886963,75800,0.00041181687265634537,-2.22,727.13
-640.9993286132812,379500,724,2.0716471672058105,75900,0.035628922283649445,-2.22,727.13
-19.77369499206543,380000,724,2.0620357990264893,76000,6.751921318937093e-05,-2.23,728.64
-7.345121383666992,380500,724,2.070984363555908,76100,0.0004634415381588042,-2.23,728.64
-16.329814910888672,381000,725,2.0693435668945312,76200,0.00010912896686932072,-2.24,730.27
-94.84881591796875,381500,725,2.058126926422119,76300,0.0009974755812436342,-2.24,730.27
-7.596468925476074,382000,725,2.0720512866973877,76400,0.0005586656043305993,-2.24,733.93
-0.06492114067077637,382500,725,2.0683836936950684,76500,3.7654848711099476e-05,-2.22,735.49
0.8581441640853882,383000,726,2.0675177574157715,76600,6.4602900238242e-05,-2.22,734.1
-7075.7255859375,383500,726,2.059926986694336,76700,0.0010186650324612856,-2.22,734.1
-1.348008632659912,384000,726,2.0722758769989014,76800,0.001370155019685626,-2.24,733.25
-4.957809925079346,384500,726,2.07696533203125,76900,0.0020370236597955227,-2.24,733.34
-0.23191523551940918,385000,727,2.0656514167785645,77000,8.355950558325276e-05,-2.27,728.53
-3.3303732872009277,385500,727,2.0257887840270996,77100,8.009074372239411e-05,-2.25,728.57
-0.08789706230163574,386000,727,1.9621045589447021,77200,0.00044409226393327117,-2.33,724.59
-2.903233051300049,386500,728,2.0498580932617188,77300,7.473011646652594e-05,-2.34,722.98
-15.871133804321289,387000,728,2.060523509979248,77400,0.00023918230726849288,-2.34,722.41
-16.015846252441406,387500,728,2.0752155780792236,77500,0.0008972330833785236,-2.34,722.41
-5.909124851226807,388000,729,2.057142496109009,77600,0.00018051956431008875,-2.38,721.87
-9.154964447021484,388500,729,2.074711561203003,77700,0.00017121658311225474,-2.38,721.87
-0.02559530735015869,389000,729,1.965132474899292,77800,0.2279955893754959,-2.33,726.21
0.4285801649093628,389500,730,2.0499682426452637,77900,0.00018908610218204558,-2.36,721.83
-4.879159927368164,390000,730,2.053987741470337,78000,0.0021527663338929415,-2.43,720.12
-10.114555358886719,390500,730,2.00467848777771,78100,0.0009137718006968498,-2.37,719.63
-5.886238098144531,391000,730,2.060101270675659,78200,0.0002044613502221182,-2.37,719.63
-0.0069342851638793945,391500,731,2.0103836059570312,78300,0.3586805462837219,-2.32,721.5
-10.463263511657715,392000,731,2.057499408721924,78400,0.00034267298178747296,-2.34,718.55
-189.26541137695312,392500,731,2.009148120880127,78500,0.0066445814445614815,-2.34,718.55
0.9311033561825752,393000,731,2.0416150093078613,78600,3.8979367673164234e-05,-2.3,721.11
-3.8912830352783203,393500,732,2.0761845111846924,78700,0.0014479317469522357,-2.3,721.11
-104.62297058105469,394000,732,1.9991161823272705,78800,0.5689113140106201,-2.31,719.99
-14.035529136657715,394500,732,2.0660643577575684,78900,0.0025992724113166332,-2.31,719.99
0.8406976014375687,395000,732,2.0489392280578613,79000,2.406025851087179e-05,-2.29,725.37
-14.76862907409668,395500,733,2.0435807704925537,79100,0.001305300509557128,-2.29,725.37
-1.502701759338379,396000,733,2.052593231201172,79200,0.00016802965546958148,-2.28,729.25
-8.35101318359375,396500,733,2.0573935508728027,79300,0.0004926571855321527,-2.28,729.25
0.34861987829208374,397000,733,1.9713455438613892,79400,0.10724689066410065,-2.28,730.04
