loss_vf_loss,loss_ent,EpRewMean,EpThisIter,loss_kl,loss_pol_entpen,EpisodesSoFar,loss_pol_surr,TimeElapsed,TimestepsSoFar,EpLenMean,ev_tdlam_before
0.009258491,0.9117704,-4.94,6,0.006132425,0.0,576,-0.015851876,282.3714256286621,405504,702.11,0.8439450711011887
0.009626999,0.84923357,-4.95,6,0.005486532,0.0,582,-0.01434915,284.418249130249,409600,695.63,0.8425347208976746
0.008731547,0.87846994,-4.94,6,0.006209935,0.0,588,-0.0149572985,286.32566595077515,413696,696.63,0.8869689926505089
0.007169655,0.821481,-4.94,5,0.00397222,0.0,593,-0.013612766,288.41284108161926,417792,704.47,0.8932127952575684
0.010327635,0.8945327,-4.95,7,0.005114963,0.0,600,-0.013809245,290.6544871330261,421888,702.7,0.8355020582675934
0.009168797,0.90386677,-4.96,6,0.0049147685,0.0,606,-0.014949117,292.78601360321045,425984,699.95,0.8575223088264465
0.008006619,0.846547,-4.97,5,0.005052579,0.0,611,-0.015145045,294.6884744167328,430080,697.49,0.8798741847276688
0.010345417,0.8117054,-4.95,5,0.0038098202,0.0,616,-0.01313702,296.54408073425293,434176,711.15,0.8370267003774643
0.009664765,0.88527465,-4.95,7,0.0064645894,0.0,623,-0.01703537,298.5481219291687,438272,703.47,0.8361344188451767
0.00999323,0.859258,-4.96,6,0.003239398,0.0,629,-0.012579241,300.5463662147522,442368,692.41,0.838093027472496
0.010827848,0.869198,-4.93,6,0.0059280857,0.0,635,-0.013737597,302.5883455276489,446464,685.05,0.7838918715715408
0.007882504,0.8000014,-4.92,6,0.006072608,0.0,641,-0.01611842,304.60760021209717,450560,689.35,0.8807477205991745
0.009733651,0.8204294,-4.92,5,0.005178255,0.0,646,-0.017716423,306.6179895401001,454656,696.76,0.8710107207298279
0.008566374,0.77754486,-4.93,5,0.005398997,0.0,651,-0.013167128,308.706175327301,458752,700.02,0.883408784866333
0.010927471,0.8364376,-4.92,6,0.0044246586,0.0,657,-0.015477187,310.9015293121338,462848,701.06,0.8365640044212341
0.009802764,0.8471939,-4.92,7,0.0041038813,0.0,664,-0.016269805,313.0640826225281,466944,703.82,0.856506809592247
0.007829521,0.7648404,-4.93,4,0.0033526334,0.0,668,-0.016078603,315.2113754749298,471040,710.58,0.8750648573040962
0.007909789,0.79528624,-4.89,5,0.004797564,0.0,673,-0.016897658,317.17605924606323,475136,711.58,0.8975293040275574
0.009467184,0.8109461,-4.88,6,0.0063043963,0.0,679,-0.015497613,319.01881551742554,479232,712.67,0.8796791434288025
0.008953923,0.7854631,-4.87,5,0.003529742,0.0,684,-0.012970682,321.2800099849701,483328,720.23,0.8674331307411194
0.010260664,0.7733391,-4.87,5,0.005462485,0.0,689,-0.016297659,323.2918789386749,487424,721.11,0.857732355594635
0.008982347,0.7660417,-4.88,5,0.005572212,0.0,694,-0.016583076,325.18362188339233,491520,727.59,0.8637000322341919
0.0072229756,0.748128,-4.88,5,0.0058841472,0.0,699,-0.016251449,327.1526110172272,495616,740.17,0.903110645711422
0.011650474,0.7547423,-4.87,7,0.005918106,0.0,706,-0.01480049,329.0633010864258,499712,738.62,0.8368483036756516
0.0077316132,0.67597777,-4.87,5,0.0038819255,0.0,711,-0.014578167,351.8073389530182,503808,739.31,0.8760660886764526
0.009431599,0.7037294,-4.89,6,0.0040957755,0.0,717,-0.016160993,353.96933794021606,507904,730.62,0.8382863104343414
0.0074916966,0.7189501,-4.89,5,0.005834622,0.0,722,-0.01617236,355.9912223815918,512000,738.11,0.8789181932806969
0.008588547,0.7465683,-4.89,5,0.0054305247,0.0,727,-0.016231572,357.9567573070526,516096,747.21,0.8527867347002029
0.00783469,0.7009174,-4.91,6,0.0044229054,0.0,733,-0.016479468,360.1253914833069,520192,752.29,0.8633105158805847
0.008982405,0.75086373,-4.93,6,0.004761451,0.0,739,-0.01420342,362.1573181152344,524288,749.35,0.8632463663816452
0.006832349,0.6777243,-4.94,4,0.00488235,0.0,743,-0.01662283,364.10554337501526,528384,751.45,0.8912661969661713
0.007435939,0.68053406,-4.94,6,0.0048287925,0.0,749,-0.018176747,366.17592763900757,532480,758.54,0.8400484323501587
0.0070414837,0.7130829,-4.95,5,0.0052971304,0.0,754,-0.017181363,368.28254652023315,536576,760.12,0.8637502938508987
0.008493029,0.7269086,-4.93,5,0.006069432,0.0,759,-0.013869934,370.44134616851807,540672,759.36,0.7767609506845474
0.0092754355,0.75731444,-4.92,6,0.0062723113,0.0,765,-0.019578625,372.4240951538086,544768,759.35,0.826417088508606
0.008590497,0.7149297,-4.93,6,0.0045435396,0.0,771,-0.016817406,374.4966285228729,548864,752.29,0.8359103053808212
0.009986256,0.7394581,-4.93,6,0.0046381312,0.0,777,-0.01701512,376.42272210121155,552960,752.58,0.8181799054145813
0.007462928,0.6443637,-4.94,5,0.0052458975,0.0,782,-0.013144655,378.3175382614136,557056,760.11,0.866025522351265
0.008213794,0.6046031,-4.95,5,0.004556401,0.0,787,-0.016517019,380.3451147079468,561152,756.86,0.8867263793945312
0.009991771,0.6620498,-4.94,6,0.004724895,0.0,793,-0.013330518,382.3599319458008,565248,745.53,0.8652930855751038
0.009256581,0.66902566,-4.93,7,0.0055609825,0.0,800,-0.013342473,384.2115435600281,569344,731.66,0.8819646164774895
0.01061759,0.66230506,-4.92,6,0.004101583,0.0,806,-0.012163342,386.45033526420593,573440,738.41,0.8392216861248016
0.010843186,0.6686082,-4.92,5,0.0063994406,0.0,811,-0.016055668,388.54622530937195,577536,733.87,0.8175445348024368
0.010646719,0.7063638,-4.9,7,0.0053166267,0.0,818,-0.017942332,390.4209289550781,581632,734.42,0.8447035402059555
0.009607781,0.6519964,-4.9,6,0.004765641,0.0,824,-0.018887766,392.23768734931946,585728,726.7,0.8421252965927124
0.009165538,0.6647598,-4.88,5,0.00428264,0.0,829,-0.016502371,394.30588579177856,589824,720.53,0.8838611021637917
0.009797303,0.61709815,-4.88,5,0.0047218604,0.0,834,-0.015375086,396.34989404678345,593920,727.3,0.8247449994087219
0.009235133,0.67430353,-4.87,6,0.0056433333,0.0,840,-0.013216948,398.3765616416931,598016,726.3,0.8588082939386368
0.011564786,0.63720447,-4.89,5,0.0048261615,0.0,845,-0.012153364,421.6660096645355,602112,726.64,0.8575824648141861
0.010033295,0.69231665,-4.87,5,0.0043559484,0.0,850,-0.01455489,423.97556257247925,606208,728.15,0.8012528419494629
0.0075638164,0.61454475,-4.87,5,0.0049808286,0.0,855,-0.0167085,426.0658669471741,610304,730.11,0.870384931564331
0.008279829,0.6682603,-4.89,5,0.0061202687,0.0,860,-0.017451935,428.26502537727356,614400,732.49,0.8617886751890182
0.008632658,0.7303773,-4.9,5,0.006594586,0.0,865,-0.017772468,430.234849691391,618496,733.99,0.8386972397565842
0.008755664,0.7183995,-4.88,7,0.0059922403,0.0,872,-0.018432753,432.30249094963074,622592,732.54,0.8457241058349609
0.011206201,0.669992,-4.86,5,0.0060608094,0.0,877,-0.016310245,434.4735233783722,626688,737.16,0.8521948158740997
0.009366107,0.6841274,-4.87,5,0.004743164,0.0,882,-0.01826597,436.7100112438202,630784,732.56,0.8418572396039963
0.008515386,0.63395584,-4.86,5,0.005491418,0.0,887,-0.016288517,438.5120916366577,634880,734.41,0.8514484167098999
0.00860382,0.7316146,-4.87,6,0.0051234015,0.0,893,-0.01662414,440.8929355144501,638976,738.67,0.8689129650592804
0.009714563,0.69185054,-4.88,6,0.0064972774,0.0,899,-0.017174399,443.04099464416504,643072,739.75,0.8609902709722519
0.007631509,0.7059945,-4.87,5,0.006089916,0.0,904,-0.017574552,445.0493071079254,647168,745.11,0.89505784958601
0.008473803,0.6627711,-4.89,6,0.006160743,0.0,910,-0.014945075,447.0984799861908,651264,744.51,0.8718382716178894
0.007070029,0.6743394,-4.9,5,0.0048206956,0.0,915,-0.017633012,449.1471803188324,655360,753.64,0.8727623969316483
0.007156322,0.67405725,-4.91,5,0.0057688956,0.0,920,-0.01867913,451.1112139225006,659456,762.16,0.8780321925878525
0.008442137,0.7064364,-4.93,6,0.0052642217,0.0,926,-0.018446641,453.19513273239136,663552,758.28,0.8539626747369766
0.0092013925,0.7676244,-4.93,8,0.0060020993,0.0,934,-0.020395946,455.4402058124542,667648,742.1,0.8582540452480316
0.010810176,0.75917363,-4.94,7,0.004461116,0.0,941,-0.014582231,458.0696005821228,671744,732.41,0.832531064748764
0.011287815,0.81268466,-4.9,6,0.0051667895,0.0,947,-0.016118878,460.3119418621063,675840,721.49,0.842353105545044
0.0077558495,0.7284108,-4.91,6,0.005991924,0.0,953,-0.019913856,462.56622648239136,679936,713.72,0.880212239921093
0.010718543,0.7586228,-4.91,6,0.0063738017,0.0,959,-0.020185351,464.808913230896,684032,708.06,0.8273204118013382
0.010971532,0.70089054,-4.9,6,0.004925096,0.0,965,-0.017829228,467.0085108280182,688128,703.35,0.8504298031330109
0.007320699,0.72945905,-4.92,5,0.0052335225,0.0,970,-0.017274356,468.8842375278473,692224,700.11,0.8809014037251472
0.0054942807,0.6051162,-4.94,4,0.005502011,0.0,974,-0.016858341,470.8701570034027,696320,707.49,0.9023535624146461
0.008437837,0.68911135,-4.93,5,0.005443872,0.0,979,-0.017134327,495.495646238327,700416,715.18,0.8652395606040955
0.010604776,0.6930175,-4.96,6,0.004424855,0.0,985,-0.017456044,497.5414032936096,704512,710.89,0.8266864866018295
0.0073814606,0.6688192,-4.95,5,0.004333541,0.0,990,-0.015204141,499.55757093429565,708608,715.65,0.8720630705356598
0.007612413,0.69479877,-4.95,5,0.005227906,0.0,995,-0.015148189,501.4447178840637,712704,724.53,0.8815012127161026
0.005543647,0.65671796,-4.95,5,0.004290357,0.0,1000,-0.018039385,503.4799425601959,716800,731.71,0.8878802582621574
0.008139943,0.76402307,-4.96,6,0.006221196,0.0,1006,-0.017756784,505.402366399765,720896,722.94,0.8645894825458527
0.008533405,0.7572264,-4.94,6,0.0048889434,0.0,1012,-0.018979492,507.4271845817566,724992,723.42,0.853524774312973
0.008963011,0.7903954,-4.93,6,0.006687486,0.0,1018,-0.020910017,509.5021457672119,729088,715.6,0.8719475567340851
0.008116543,0.7003478,-4.93,5,0.0055368836,0.0,1023,-0.019186243,511.4672214984894,733184,718.05,0.8733862191438675
0.0067594796,0.6127011,-4.93,3,0.0050307754,0.0,1026,-0.017732475,513.3722767829895,737280,727.44,0.8868545666337013
0.00828077,0.7098308,-4.93,5,0.0052182996,0.0,1031,-0.016775627,515.3525977134705,741376,752.75,0.8292539566755295
0.0088508045,0.7361105,-4.93,7,0.006036165,0.0,1038,-0.018049229,517.5540473461151,745472,750.02,0.8480557054281235
0.0050320146,0.6195704,-4.94,4,0.0060905814,0.0,1042,-0.016975049,519.5485153198242,749568,768.76,0.8883902207016945
0.0070943423,0.69817954,-4.93,5,0.0055822874,0.0,1047,-0.016566917,521.7723274230957,753664,777.98,0.839224100112915
0.010697982,0.7194474,-4.92,5,0.005406997,0.0,1052,-0.014923425,523.8152358531952,757760,780.45,0.8492786288261414
0.008513318,0.72003525,-4.91,4,0.005036114,0.0,1056,-0.017399583,525.6931040287018,761856,790.78,0.8609267622232437
0.008464322,0.69148165,-4.9,5,0.0050581302,0.0,1061,-0.01913092,527.7447249889374,765952,800.23,0.8924244344234467
0.008950936,0.827301,-4.91,6,0.0070913937,0.0,1067,-0.018255616,529.8174960613251,770048,802.45,0.8685174286365509
0.0078694085,0.73036194,-4.91,5,0.008149079,0.0,1072,-0.020742338,531.7358231544495,774144,805.8,0.8384704440832138
0.010355145,0.7203069,-4.91,5,0.0058253547,0.0,1077,-0.020891769,533.7814848423004,778240,799.33,0.8263044208288193
0.008376959,0.64337146,-4.89,4,0.005489241,0.0,1081,-0.017105047,535.7301549911499,782336,799.88,0.8501200824975967
0.008283355,0.63467276,-4.87,4,0.005276852,0.0,1085,-0.017299194,537.6807684898376,786432,815.32,0.8562940359115601
0.009456906,0.7743163,-4.87,6,0.005510593,0.0,1091,-0.020691356,539.6306929588318,790528,805.56,0.8629696369171143
0.008521757,0.69682926,-4.86,4,0.0057448004,0.0,1095,-0.019960055,541.6373047828674,794624,815.53,0.8595298528671265
0.008570488,0.75602496,-4.86,6,0.0068784645,0.0,1101,-0.018684335,543.7433280944824,798720,812.43,0.8515941649675369
0.006260685,0.63589543,-4.86,4,0.0055199475,0.0,1105,-0.018790241,570.0945439338684,802816,821.4,0.8916063383221626
0.008428852,0.7500642,-4.87,5,0.0050237873,0.0,1110,-0.017762493,571.965714931488,806912,829.06,0.8582801520824432
0.007300374,0.6830673,-4.88,5,0.0054921755,0.0,1115,-0.018850163,573.7767143249512,811008,837.23,0.8844734132289886
0.006994926,0.67477876,-4.88,5,0.006527105,0.0,1120,-0.02130418,575.686714887619,815104,847.27,0.8693039119243622
0.00905599,0.7089366,-4.88,6,0.0068345563,0.0,1126,-0.021919783,578.0297131538391,819200,832.07,0.8377736806869507
0.010267419,0.7571939,-4.86,5,0.0073474315,0.0,1131,-0.018839942,580.3975749015808,823296,819.28,0.8392351269721985
0.010091991,0.7687943,-4.86,6,0.0065398007,0.0,1137,-0.019498143,582.4722023010254,827392,823.63,0.8256212174892426
0.010813401,0.68321097,-4.87,4,0.005372661,0.0,1141,-0.018901797,584.5454413890839,831488,827.01,0.8136846423149109
0.0075325076,0.69338495,-4.88,5,0.00502142,0.0,1146,-0.018421696,586.6455519199371,835584,824.62,0.8613234609365463
0.0074252053,0.62823755,-4.88,4,0.0054616756,0.0,1150,-0.019806588,588.6190986633301,839680,828.97,0.8773239254951477
0.0076598586,0.6988377,-4.89,5,0.005639358,0.0,1155,-0.019736135,590.4810256958008,843776,830.33,0.8815789520740509
0.009403123,0.6944567,-4.9,5,0.00513873,0.0,1160,-0.020084022,592.3555896282196,847872,836.05,0.865626722574234
0.006442914,0.684171,-4.9,4,0.0071060066,0.0,1164,-0.023442926,594.4858021736145,851968,842.41,0.8937347307801247
0.0085925665,0.766275,-4.9,5,0.0059290496,0.0,1169,-0.01919264,596.3370068073273,856064,846.34,0.8470101654529572
0.0077095353,0.73497653,-4.9,5,0.0071139643,0.0,1174,-0.022026623,598.2290062904358,860160,844.84,0.8567510098218918
0.006784826,0.68572503,-4.91,4,0.0045628618,0.0,1178,-0.019025067,600.0530071258545,864256,850.92,0.8806902021169662
0.007340266,0.6648206,-4.91,4,0.005613993,0.0,1182,-0.018406577,602.0450077056885,868352,847.6,0.8587302714586258
0.0069492254,0.7132283,-4.93,5,0.0060661403,0.0,1187,-0.018920358,603.9650058746338,872448,845.61,0.8990023508667946
0.007528672,0.81999147,-4.94,5,0.007113884,0.0,1192,-0.022065165,605.813006401062,876544,853.5,0.8395094722509384
0.007028663,0.72551715,-4.95,5,0.004789814,0.0,1197,-0.01819669,607.786007642746,880640,853.2,0.8799683377146721
