loss_vf_loss,ev_tdlam_before,EpisodesSoFar,EpThisIter,loss_ent,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpRewMean,TimeElapsed,loss_kl,loss_pol_surr
0.011325984,0.8410199582576752,6410,5,0.6397861,0.0,4734976,819.4,4.05,4655.942364692688,0.0025605815,-0.014462102
0.012772847,0.8540251106023788,6416,6,0.6076853,0.0,4739072,808.83,4.12,4658.7081780433655,0.002687067,-0.014805385
0.01766169,0.8227078318595886,6421,5,0.58610547,0.0,4743168,820.47,4.03,4661.314893722534,0.002992558,-0.015414221
0.010782795,0.836651012301445,6427,6,0.54575676,0.0,4747264,813.06,4.07,4663.927859306335,0.0028748002,-0.015878115
0.014162629,0.7727650254964828,6432,5,0.60718304,0.0,4751360,816.55,4.09,4666.5577120780945,0.0024935766,-0.013734063
0.011952194,0.8354782909154892,6437,5,0.6118183,0.0,4755456,815.0,4.13,4669.166681528091,0.0036371704,-0.018102694
0.009613333,0.8573306351900101,6441,4,0.647789,0.0,4759552,811.96,4.13,4671.778104066849,0.002544337,-0.016796345
0.015210656,0.8287086188793182,6445,4,0.6551831,0.0,4763648,808.85,4.16,4674.54934835434,0.0023555157,-0.015500654
0.012655915,0.8284481465816498,6451,6,0.58844674,0.0,4767744,806.83,4.18,4677.144184112549,0.0027534387,-0.0135800345
0.010116889,0.851153701543808,6455,4,0.63321275,0.0,4771840,814.16,4.15,4679.886900663376,0.002894022,-0.014489336
0.008516975,0.8778796270489693,6460,5,0.65813076,0.0,4775936,817.12,4.19,4682.712343215942,0.0031623351,-0.014383798
0.009592597,0.8624678552150726,6464,4,0.6546883,0.0,4780032,833.99,4.18,4685.537456989288,0.0024475337,-0.015194652
0.00915173,0.8945984914898872,6470,6,0.57407635,0.0,4784128,819.71,4.16,4688.3356902599335,0.0021684975,-0.014165602
0.013222367,0.8774693682789803,6477,7,0.47992656,0.0,4788224,795.81,4.18,4691.131912231445,0.00218187,-0.013292984
0.0113343485,0.8528030812740326,6483,6,0.54312235,0.0,4792320,786.39,4.22,4693.749364376068,0.0025535084,-0.0145340385
0.013007179,0.790534645318985,6488,5,0.635256,0.0,4796416,788.67,4.2,4696.3525676727295,0.002939056,-0.016957965
0.011105568,0.8259406089782715,6491,3,0.62524956,0.0,4800512,795.2,4.2,4738.854157924652,0.0028222275,-0.014900004
0.010710815,0.8656201064586639,6498,7,0.5031433,0.0,4804608,791.95,4.25,4741.597157001495,0.0026324834,-0.01551127
0.010569155,0.8668402135372162,6503,5,0.6327763,0.0,4808704,795.04,4.23,4744.426049947739,0.0027883612,-0.015416855
0.010423153,0.8393521010875702,6507,4,0.6884764,0.0,4812800,799.39,4.24,4747.028682947159,0.002993651,-0.015415404
0.01000158,0.8658396899700165,6513,6,0.58756614,0.0,4816896,805.04,4.22,4749.750940799713,0.002773278,-0.014411404
0.011703357,0.8681177943944931,6518,5,0.5672632,0.0,4820992,798.83,4.26,4752.56129193306,0.0024760305,-0.015195597
0.010497029,0.8847046792507172,6525,7,0.5096245,0.0,4825088,790.03,4.3,4755.33372592926,0.0020169774,-0.015157061
0.010358898,0.814275249838829,6529,4,0.6435291,0.0,4829184,790.15,4.31,4758.121017217636,0.002745049,-0.013669136
0.012534757,0.8763200044631958,6534,5,0.59267455,0.0,4833280,797.68,4.3,4760.810281038284,0.0025147079,-0.014046726
0.008744025,0.7677001357078552,6538,4,0.6885776,0.0,4837376,803.81,4.29,4763.424958229065,0.0029750785,-0.013759464
0.012881149,0.865263819694519,6542,4,0.69695705,0.0,4841472,806.31,4.3,4766.191040277481,0.002487559,-0.015604064
0.00943399,0.8714224994182587,6548,6,0.5615184,0.0,4845568,800.37,4.32,4768.858031749725,0.0022449638,-0.01310643
0.011502981,0.8722867965698242,6553,5,0.5321896,0.0,4849664,796.93,4.3,4771.558206796646,0.0023980879,-0.015014812
0.012055572,0.8579641580581665,6558,5,0.56632423,0.0,4853760,790.2,4.28,4774.380633831024,0.002232891,-0.013784646
0.015779095,0.8450822681188583,6563,5,0.59130776,0.0,4857856,792.43,4.23,4777.112727642059,0.0026094697,-0.014924821
0.014097733,0.8307617008686066,6568,5,0.559181,0.0,4861952,789.43,4.22,4779.7094140052795,0.0025423157,-0.014434905
0.0127377445,0.8413372486829758,6573,5,0.6194662,0.0,4866048,800.71,4.22,4782.309380054474,0.0024148514,-0.016010474
0.010545009,0.8502197116613388,6578,5,0.56308305,0.0,4870144,810.6,4.2,4784.999750375748,0.0023736136,-0.015752405
0.012186521,0.8603173643350601,6584,6,0.60728467,0.0,4874240,812.1,4.2,4787.696853160858,0.0025681509,-0.015274818
0.0156219,0.8472264409065247,6589,5,0.532281,0.0,4878336,794.1,4.2,4790.300323009491,0.002506214,-0.015541146
0.011282134,0.8733747154474258,6595,6,0.565038,0.0,4882432,796.84,4.15,4792.912370920181,0.0021361276,-0.014402583
0.012260447,0.8467438071966171,6600,5,0.6060349,0.0,4886528,795.76,4.14,4795.504172801971,0.0029336708,-0.013792894
0.013210545,0.8723561465740204,6605,5,0.5977192,0.0,4890624,800.85,4.09,4798.092355012894,0.0026793922,-0.0138776135
0.013308775,0.8828386887907982,6610,5,0.5783334,0.0,4894720,795.91,4.02,4800.747672319412,0.0022126164,-0.01527485
0.014942759,0.8744036257266998,6616,6,0.53751075,0.0,4898816,792.63,3.99,4803.475618124008,0.0021199754,-0.014822921
0.01232642,0.8722098767757416,6622,6,0.46751556,0.0,4902912,799.87,4.02,4842.630094051361,0.0021017974,-0.013116813
0.012977239,0.8752562180161476,6628,6,0.5773395,0.0,4907008,794.84,4.01,4845.245447397232,0.0023283819,-0.015833832
0.012438025,0.8503593504428864,6632,4,0.61765146,0.0,4911104,792.98,4.01,4847.888094186783,0.0022774555,-0.01414252
0.012095101,0.8495252728462219,6639,7,0.5296769,0.0,4915200,772.11,4.04,4850.711363792419,0.002392976,-0.013291218
0.0138136,0.8305619060993195,6645,6,0.6086,0.0,4919296,757.66,4.08,4853.306606292725,0.0025632798,-0.014923122
0.011503726,0.8583220392465591,6649,4,0.62739384,0.0,4923392,759.34,4.06,4855.9122993946075,0.0026778618,-0.015393321
0.0128222015,0.8591468632221222,6655,6,0.5693621,0.0,4927488,767.59,4.05,4858.509652853012,0.002242292,-0.01437198
0.012271171,0.8360320031642914,6660,5,0.599433,0.0,4931584,765.52,4.06,4861.125230550766,0.00234727,-0.014495473
0.012245829,0.8094467520713806,6666,6,0.516223,0.0,4935680,755.11,4.12,4863.888606071472,0.0018840667,-0.013562139
0.012104891,0.8300078809261322,6671,5,0.6536964,0.0,4939776,751.56,4.12,4866.720941781998,0.0034273856,-0.015069859
0.0103106545,0.8554421812295914,6676,5,0.62876344,0.0,4943872,754.33,4.14,4869.494765758514,0.002110191,-0.015186382
0.009155757,0.8650476932525635,6681,5,0.6024393,0.0,4947968,761.6,4.13,4872.184916734695,0.0022894244,-0.0141667565
0.009215852,0.8741041570901871,6687,6,0.5565807,0.0,4952064,755.34,4.18,4874.804538726807,0.0020723003,-0.015020454
0.01053376,0.8496881276369095,6693,6,0.5885973,0.0,4956160,753.66,4.2,4877.406537055969,0.0027779925,-0.014913168
0.008579291,0.8385397642850876,6698,5,0.62303036,0.0,4960256,760.13,4.22,4880.170700550079,0.0021071485,-0.014422104
0.013682445,0.7606016993522644,6702,4,0.66680354,0.0,4964352,759.27,4.25,4882.9747569561005,0.0025245354,-0.015545434
0.0091088945,0.8697416633367538,6708,6,0.59064806,0.0,4968448,748.3,4.4,4885.776944637299,0.0027168973,-0.01549843
0.012685891,0.8258082866668701,6712,4,0.6651855,0.0,4972544,761.87,4.36,4888.60173535347,0.0032937825,-0.014755845
0.012831726,0.8583588004112244,6717,5,0.6693639,0.0,4976640,769.52,4.36,4891.425099849701,0.0025997576,-0.014715167
0.011892501,0.8673197031021118,6721,4,0.6576453,0.0,4980736,775.07,4.3,4894.0384349823,0.0029252104,-0.014162861
0.01343308,0.8226872086524963,6728,7,0.55372727,0.0,4984832,775.11,4.31,4896.764288425446,0.0023083312,-0.013506637
0.01169259,0.8646117150783539,6734,6,0.52517086,0.0,4988928,770.48,4.29,4899.496539115906,0.0025975404,-0.014596334
0.01422212,0.7863554656505585,6738,4,0.6502733,0.0,4993024,783.06,4.24,4902.278446435928,0.0022304577,-0.013774831
0.01358797,0.8070644438266754,6744,6,0.6040636,0.0,4997120,781.83,4.23,4905.07984828949,0.0026370222,-0.014090894
0.010123721,0.8359325230121613,6748,4,0.5820124,0.0,5001216,794.25,4.24,4944.116761207581,0.002390749,-0.013744905
0.013364452,0.8578267097473145,6755,7,0.5329211,0.0,5005312,775.85,4.31,4946.973410844803,0.0021469116,-0.014944503
0.009586236,0.838861271739006,6761,6,0.57591814,0.0,5009408,771.58,4.33,4949.582596540451,0.0022210102,-0.016040105
0.013809453,0.8412753641605377,6765,4,0.6333507,0.0,5013504,779.23,4.28,4952.347226142883,0.0021800941,-0.014430723
0.015238583,0.7797164767980576,6770,5,0.5889651,0.0,5017600,778.71,4.27,4955.16810464859,0.0019675852,-0.013964342
0.014418718,0.8565597683191299,6775,5,0.6024286,0.0,5021696,779.98,4.21,4957.969799280167,0.0021740636,-0.01195165
0.016482152,0.8152473419904709,6782,7,0.5605805,0.0,5025792,770.5,4.2,4960.816922664642,0.0019273402,-0.0131518915
0.014182358,0.8729294389486313,6788,6,0.5123236,0.0,5029888,773.84,4.13,4963.564738035202,0.0021211228,-0.014228905
0.012200516,0.8629960268735886,6794,6,0.5385228,0.0,5033984,766.83,4.1,4966.188248872757,0.0021438631,-0.013827071
0.016292682,0.8047006726264954,6800,6,0.5612279,0.0,5038080,766.3,4.08,4968.808091640472,0.0020338022,-0.013231229
0.011550641,0.8107971101999283,6806,6,0.57092506,0.0,5042176,753.93,4.07,4971.425108194351,0.0028387369,-0.013813354
0.011137999,0.8454921692609787,6811,5,0.613961,0.0,5046272,753.36,4.1,4974.048966169357,0.0023767054,-0.013701312
