EpLenMean,EpRewMean,TimeElapsed,EpThisIter,loss_vf_loss,EpisodesSoFar,TimestepsSoFar,loss_ent,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,loss_kl
609.21,-2.79,449.0620274543762,6,0.022262607,835,540672,1.0778092,0.0,0.876641258597374,-0.017099254,0.005231748
607.68,-2.66,451.9050259590149,6,0.023900513,841,544768,1.069972,0.0,0.8778303414583206,-0.01816976,0.0065697324
617.15,-2.46,454.439026594162,6,0.019417556,847,548864,1.0971619,0.0,0.8699086755514145,-0.019416505,0.005294178
612.59,-2.3,457.1660237312317,7,0.019670542,854,552960,1.0926876,0.0,0.9082543477416039,-0.016012767,0.005648853
614.8,-2.34,459.6070237159729,7,0.022465,861,557056,1.1117707,0.0,0.88133654743433,-0.01999112,0.0071878126
623.1,-2.12,462.3240261077881,6,0.026117964,867,561152,1.0780016,0.0,0.8741155415773392,-0.022780646,0.010031037
620.73,-2.06,465.1160249710083,7,0.021702087,874,565248,1.0820619,0.0,0.8577656000852585,-0.021802187,0.007088126
615.93,-2.1,468.1540279388428,7,0.020689704,881,569344,1.0035167,0.0,0.8747996389865875,-0.016618453,0.0067001064
614.86,-2.06,470.89963603019714,7,0.019281104,888,573440,1.0312896,0.0,0.8925360143184662,-0.01723219,0.005114844
618.53,-2.11,473.476580619812,6,0.021564962,894,577536,1.0924578,0.0,0.8212647587060928,-0.01885505,0.0065828343
624.34,-2.17,475.9188165664673,7,0.023039566,901,581632,1.0755774,0.0,0.8172730654478073,-0.021893522,0.006332686
625.39,-1.98,478.7079985141754,6,0.021426588,907,585728,1.057003,0.0,0.8705271482467651,-0.01805885,0.0059514893
626.96,-2.02,481.4938349723816,7,0.020500626,914,589824,1.0166457,0.0,0.8789148032665253,-0.01691902,0.005805765
624.03,-1.91,484.272433757782,6,0.020740202,920,593920,1.0227915,0.0,0.8732602894306183,-0.019459937,0.0059982585
625.05,-2.02,487.01889991760254,7,0.019422838,927,598016,0.96106076,0.0,0.8857937008142471,-0.017557932,0.005317952
625.79,-2.07,516.0036385059357,6,0.021323934,933,602112,0.9620682,0.0,0.9022518694400787,-0.01679673,0.005218273
621.91,-2.3,518.4010717868805,7,0.018482557,940,606208,1.0145493,0.0,0.832886129617691,-0.017104018,0.0069690314
612.62,-2.35,521.3571140766144,7,0.020345315,947,610304,0.9162279,0.0,0.8962557911872864,-0.019280512,0.0051689823
621.07,-2.28,524.2028493881226,6,0.030211952,953,614400,0.9571054,0.0,0.8502434641122818,-0.017406076,0.00605021
625.66,-2.4,526.6527717113495,7,0.018839689,960,618496,1.0295588,0.0,0.8204499632120132,-0.019483,0.006348164
625.71,-2.39,529.5082674026489,5,0.02089739,965,622592,0.9633557,0.0,0.8686400800943375,-0.017027268,0.0044472776
628.26,-2.37,532.4382154941559,6,0.023571234,971,626688,0.9413509,0.0,0.8602028489112854,-0.01829445,0.005903766
632.15,-2.52,534.8269131183624,7,0.015965765,978,630784,1.0011467,0.0,0.853474423289299,-0.018390542,0.0053998455
629.87,-2.59,537.3373188972473,6,0.020939503,984,634880,0.9251056,0.0,0.8389358073472977,-0.018629374,0.005545925
636.09,-2.46,540.0738804340363,7,0.022629216,991,638976,0.9411081,0.0,0.8454589992761612,-0.019913396,0.006761646
637.12,-2.62,542.6703338623047,7,0.018019913,998,643072,0.9400023,0.0,0.8481396734714508,-0.021137377,0.0066057523
629.14,-2.75,545.0527093410492,7,0.022711722,1005,647168,0.9561295,0.0,0.8366064429283142,-0.016732542,0.005049391
632.49,-2.84,547.7437491416931,6,0.022384798,1011,651264,0.9357911,0.0,0.8741224259138107,-0.016868481,0.005367666
629.18,-2.79,550.4028654098511,7,0.019720964,1018,655360,0.9096383,0.0,0.8831305131316185,-0.019376509,0.005930902
632.16,-2.85,552.7484123706818,5,0.02474511,1023,659456,0.9626458,0.0,0.7737730592489243,-0.01753311,0.006251136
634.33,-2.94,555.2645771503448,7,0.019227229,1030,663552,0.94307065,0.0,0.8367198556661606,-0.016529225,0.004784324
633.5,-2.92,557.7938442230225,7,0.021053314,1037,667648,0.92618763,0.0,0.835746169090271,-0.01903573,0.0055201794
632.57,-2.86,560.8317053318024,7,0.016708678,1044,671744,0.8505954,0.0,0.8877433463931084,-0.01573047,0.005386437
634.76,-2.96,563.4144685268402,6,0.017828679,1050,675840,0.9376991,0.0,0.8796469196677208,-0.019453628,0.0064239474
632.22,-2.93,566.0577085018158,7,0.022095868,1057,679936,0.89089805,0.0,0.8589105606079102,-0.018045057,0.005665077
625.91,-2.9,568.7026863098145,7,0.016904928,1064,684032,0.90795237,0.0,0.9077384024858475,-0.016809244,0.004613598
621.04,-3.01,571.38734126091,6,0.016578194,1070,688128,0.89865255,0.0,0.8836274147033691,-0.017437074,0.006557513
626.64,-3.04,573.9827222824097,6,0.019218482,1076,692224,0.95796394,0.0,0.8303625732660294,-0.02144664,0.0070954473
624.85,-2.95,576.3574237823486,7,0.019246582,1083,696320,0.9127115,0.0,0.8458590805530548,-0.01967332,0.0068811113
627.28,-2.98,605.4187006950378,5,0.019488795,1088,700416,0.89156777,0.0,0.8676212430000305,-0.016058711,0.005100055
633.28,-2.94,608.065610408783,6,0.020970432,1094,704512,0.8758796,0.0,0.8634939044713974,-0.018763803,0.006119506
639.85,-2.93,610.6439008712769,6,0.01703512,1100,708608,0.9344076,0.0,0.8722905516624451,-0.020525528,0.0069140117
645.09,-2.76,613.4161293506622,7,0.023620754,1107,712704,0.8763671,0.0,0.8691680580377579,-0.018055197,0.006191844
637.57,-2.83,615.9366302490234,7,0.017176222,1114,716800,0.89476055,0.0,0.8783461898565292,-0.018489908,0.0048645353
636.46,-2.82,618.6282970905304,7,0.016691422,1121,720896,0.8822673,0.0,0.9023475795984268,-0.017448023,0.0065526683
627.07,-2.84,621.6743907928467,7,0.018059151,1128,724992,0.8539711,0.0,0.9053531438112259,-0.018164335,0.007377645
633.09,-2.59,624.4016234874725,6,0.023637678,1134,729088,0.8866129,0.0,0.8471156507730484,-0.020834038,0.0052969027
636.69,-2.78,626.8525404930115,6,0.020118652,1140,733184,0.94825786,0.0,0.8067820817232132,-0.018198026,0.0057635717
643.69,-2.82,629.3055953979492,6,0.020463116,1146,737280,0.93957597,0.0,0.7992331385612488,-0.019892555,0.0072915964
641.87,-2.66,632.1214203834534,6,0.019713081,1152,741376,0.8593639,0.0,0.8598708361387253,-0.017655812,0.005032336
638.07,-2.66,634.7890648841858,8,0.018754993,1160,745472,0.84366155,0.0,0.8844676166772842,-0.016588595,0.00522953
641.8,-2.6,637.4043338298798,6,0.023605328,1166,749568,0.84855384,0.0,0.8707501739263535,-0.018924125,0.0055258255
636.5,-2.56,639.8058769702911,7,0.025234003,1173,753664,0.89093,0.0,0.8325403183698654,-0.018104818,0.0062304907
631.92,-2.57,642.3954348564148,7,0.019114055,1180,757760,0.8849118,0.0,0.8527137339115143,-0.019853864,0.005630957
635.47,-2.62,644.8101091384888,6,0.019169647,1186,761856,0.8860452,0.0,0.812653049826622,-0.019240065,0.0062949657
624.87,-2.63,647.5691192150116,7,0.018528866,1193,765952,0.812585,0.0,0.8463210016489029,-0.017487891,0.004459585
626.05,-2.64,649.9902882575989,6,0.018964328,1199,770048,0.87375915,0.0,0.8480981588363647,-0.01978873,0.0056083044
625.67,-2.69,652.6899967193604,6,0.02006433,1205,774144,0.8624317,0.0,0.8693334609270096,-0.018564815,0.006381524
633.11,-2.6,655.2236089706421,6,0.019226518,1211,778240,0.8462106,0.0,0.8466959297657013,-0.018250749,0.0073605487
634.1,-2.59,657.906378030777,6,0.019504184,1217,782336,0.79666054,0.0,0.8954659104347229,-0.016018577,0.004570371
640.76,-2.48,660.8127288818359,6,0.0208828,1223,786432,0.812503,0.0,0.8799960166215897,-0.01745117,0.005458272
649.79,-2.34,663.7455310821533,6,0.0152863255,1229,790528,0.76663,0.0,0.9164646565914154,-0.017416606,0.0044153472
645.42,-2.28,666.4935922622681,6,0.01966492,1235,794624,0.82647085,0.0,0.896991603076458,-0.020072293,0.005846656
633.5,-2.18,669.1709671020508,8,0.022989755,1243,798720,0.7957613,0.0,0.8855750039219856,-0.015639171,0.006197404
635.29,-2.03,698.9777090549469,6,0.024109634,1249,802816,0.787566,0.0,0.89342001080513,-0.016247174,0.004681244
637.33,-2.22,701.5557067394257,7,0.021141104,1256,806912,0.8489085,0.0,0.8560938090085983,-0.020690449,0.0063295746
640.99,-2.17,704.3567092418671,6,0.024106788,1262,811008,0.82310015,0.0,0.8839893788099289,-0.018993445,0.0052275923
639.07,-2.19,707.4465048313141,7,0.02269004,1269,815104,0.80673397,0.0,0.8962660878896713,-0.017198185,0.0046879975
641.44,-2.04,710.2329862117767,6,0.019896202,1275,819200,0.78116137,0.0,0.8824701607227325,-0.01649841,0.00498191
642.07,-2.06,712.4762372970581,7,0.022477502,1282,823296,0.8373209,0.0,0.865415170788765,-0.020462839,0.007627573
640.78,-2.11,714.6753787994385,6,0.019765498,1288,827392,0.81918377,0.0,0.8517884910106659,-0.019066203,0.005713692
644.99,-2.12,717.1130526065826,6,0.020784954,1294,831488,0.80269307,0.0,0.8536420464515686,-0.019331949,0.005375162
647.07,-2.08,719.6509411334991,6,0.025815886,1300,835584,0.76525974,0.0,0.8304426670074463,-0.017552268,0.005448441
642.33,-1.97,722.1116619110107,7,0.021898022,1307,839680,0.77909255,0.0,0.8717295080423355,-0.01864243,0.007860263
634.68,-2.17,724.3044965267181,7,0.020941507,1314,843776,0.8408213,0.0,0.7937710136175156,-0.017826568,0.005694922
637.95,-2.21,726.2855172157288,5,0.019258372,1319,847872,0.8842835,0.0,0.7022098004817963,-0.020406876,0.0064656846
636.75,-2.44,728.5440559387207,7,0.019199807,1326,851968,0.8368248,0.0,0.8131233751773834,-0.019443456,0.0061844205
627.08,-2.52,730.9669389724731,7,0.016402878,1333,856064,0.7884011,0.0,0.8725296854972839,-0.018017303,0.0061642104
629.81,-2.65,733.2437460422516,7,0.023807118,1340,860160,0.7791127,0.0,0.870067834854126,-0.017879816,0.006281878
626.35,-2.77,735.544926404953,7,0.018284315,1347,864256,0.78716666,0.0,0.9037026464939117,-0.019659415,0.0048201066
624.3,-2.8,738.1749758720398,6,0.020133287,1353,868352,0.80045325,0.0,0.8692113906145096,-0.018229807,0.0053490503
